text,label
Đầu Đội Sừng cuốn ghê~~❤❤❤,2
Team Quân AP xứng đáng được nhận nhiều lời khen hơn thế ạ. Bài này đỉnh nhất trong bốn bài r. Kp fan nhưng bài hát quá hay phải vào cmt kkk,2
Hải đăng thương quá,2
Trong tất cả các chương trình thì Trấn Thành luôn gần gũi và quan sát tìm hiểu từng thành viên trong ct đó nên thật sự là đã tạo ra rất nhiều cảm xúc cho người xem,2
Vòng chơi hai k công bằng với team ATus,0
Isac chơi k lo chơi lo làm màu,0
Cap tập này xuống sắc qá :')),0
Cảm thấy tập này quá bất công với team a Tú Voi và Vũ Thịnh luôn ấy ạ ko hiểu khản giả bình chọn kiểu j nhưng nó đã cướp đi cơ hội của cả team luôn,0
"Nghe bài Catch me.. nó bình thường k có gì đặc biệt mà nhiều b trẻ kêu gào out top 1 k đúng nhỉ. Bài Thi Sĩ hay Drama đều có điểm nhấn, Love sand thì quá hay rồi, hơn nữa lại đc lm lại gần như 90% quá đỉnh",0
Team quân ap xuất sắc Regret 🔥🔥🔥🔥,2
Sao có mùi thuyết âm mưu thế 😢,0
Thấy ấn tượng với Jsol vs Dương ❤,2
"Mình dốt tính toán lắm, xem đoạn đấu giá thấy rối nùi hà, tưởng đâu đang xem chương trình siêu trí tuệ k á! 😂😂😂",1
"Mình nghĩ chương trình nên có vé cứu từ vote của khán giả xem đài, hoặc chọn team xếp hạng dựa vào lượt xem của bài hát khi up lên MXH sẽ công tâm hơn khán giả vote lúc ở sân khấu ấy ạ! Mong chương trình xem qua take note phần này",1
Nói như thần. Team híu sẽ win để keo thêm mấy quả tạ ở lại :))). À chính ra thấy cũng k có tạ lắm. Cũng toàn mấy ổng mình thích. Nhưng mình thì k thích nhạc của híu thôi :)).,0
"Thật sự là rất tiếc cho anh bé Hùng Huỳnh, ảnh thật sự có tài mà còn siêu hợp vibe nhóm nhạc nữa nhưng may mắn kh đến với anh rồi. Chúc anh bé Hùng Huỳnh sau chương trình có thể đạt được thành công mà anh mong muốn. Proud_Of_HùngHuỳnh",2
Tập này thấy tội mấy người ko được chọn quá😂,1
không thấy tagee😢,0
"Is lần nào cũng an toàn mặc dù chẳng gì là nổi bật, thật sự luôn, toàn đc taem ghánh. Thực sự ngoài tài năng thì cũng cần may mắn",1
Những tiết mục hay chờ đợi của các a trai đều diễn tập 1 hết rồi. Tập 2 ko có gì để đón chờ,0
Ngáo ngơ mãi đỉnh Boyband toàn cầu ❤️ Atus HIEUTHUHAI JSOL Erik và Orange vươn ra thế giới nào 🎉❤,2
Chắc trong mấy tháng tới t nghe đi nghe lại bài love sand quá😆,2
1 câu thôi Atus ạ❤❤❤,2
"Hùng Huỳnh sinh ra để đứng trên sân khấu. Quá tài năng và tỏa sáng, xứng đáng trở thành idol thế hệ mới, xứng đáng thành công và được yêu thương nhiều hơn nữa.",2
Mê Hiếu với Wean bảnh quá,2
Vũ Thịnh mạnh mẽ ghê,2
"Kết quả không thể chấp nhận đc regret v mà tận top5, 500 ng ở đó i khám lỗ tai đi 😡😡😡",0
"HTH đúng dân UEH, tính toán thì siêu đỉnh. Hi vọng tập sau đội anh on toppppp ❤",2
"Đức phúc thật sự thông minh, giỏi. Sống tinh cảm lễ phép",2
AT Voi hát ballad đỉnh vậy,2
"Catch me ko đc t o p 1 hơi buồn, mong chờ hào quang nữa. Cố lên team tiểu học, mãi ủng hộ",1
"Chúc mừng team HTH, JS, Erik, Atus 🎉🎉🎉",2
Thề lần đầu kiểu thấy chương trình nào ờ vn nó đỉnh như v luôn í coi mà phấn khởi kinh khùng Đỉnh đỉnh tự hào ghê Nhưng mà theo í kiền riêng của t thoii nha cameramen quay hơi loạn í😢 kh nhìn tổng quát được 😢,2
Xem bài của tem ATUS k thể k rớt nước mắt,2
Phần ATus cho đặt 0 điểm là không hợp lí rồi. Vì nếu ATus vòng đầu bảo toàn được 1 điểm và cứ vòng 2 đặt 999 vòng cuối đặt 0 thì đã bảo toàn 1000 điểm như nhau rồi.,0
Atus là a trai số 1 nha… cụ thể là tập nào cũng 1 mình 1 phòng.😂,2
"Công nhận 30 anh trai anh nào cũng đẹp trai hết, mỗi người 1 vẻ nhưng mình vẫn mê Gin và Song Luân thôi, mong 2 người đó sẽ thắng",2
Xem lại thấy đức phúc vô tri tới mức vô cực luôn:)),0
"Ờ thì...ờ cũng ko có gì chỉ khi mk coi đc nhóm của idol và nhạc hay quá, còn đc gặp idol nên phấn khích quá và đã khiến mk đỗ máu nhờ chiếc ghế kế bên và mk hô hào trong cảm giác đau đớn ạ😅",2
Thấy nhảy mà đứt ruột dị chời,0
Qua 2 tập thì mình thấy Đức Phúc không hợp với chương trình tuyển chọn nhóm ntn. Bạn ấy có cái tôi cao và chỉ phù hợp đi một mình. Cảm giác bạn này có người chống lưng nên được push quá nhiều.,0
Quang Hung mà ko có giải thấy kì kì,1
"Khán giả bên dưới hơi hamz nha 😂 đánh giá gì quải, t thấy Vũ thịnh bèo gì hơn pháp kiều, erik, gin rồi đó , ban giám khảo còn cho điểm cao hơn, khán giả dưới như bù nhìn 😂",0
"Vì Quang Hùng mới xem ct ATS2, xong giờ mê luôn 30 anh. Mê nhất Gemini Hùng Huỳnh",2
Negav chơi dở quá,0
T thấy mấy bài của Issac chả bài nào hay lun 😂,0
tuần này không được coi Quang Hồng áo lông hồng rồi :((((,0
Hiếu thứ 2 và negav ráp đỉnh đội này top 1 xứng đáng,2
?? 10/10 hay vãi ln mà kết quả sao vậy trời....,2
Tú voi cảm giác rất bảo thủ🙏,0
❤tuyệt vời,2
Top 3 k có 10/10 thiệt sự khó hiểu 10/10 cân đủ mọi thứ luôn,1
"thang nao cham diem may anh trai qua tao ma thap qua z, ngao ngo ma top 4, regret maf top 5. Qua troi qua dat roi. Thang Negav mua giai ha, thua. t ko xem nua, cay vai~ chuong? . Anh Trai Say Bye, noi say bye la bye. Lum.",0
"Tập này có mỗi bài Thi Sĩ là ấn tượng, mấy bài còn lại không thấm nổi 😇",0
thấy thương Vũ Thịnh và Gin Tuấn Kiệt quá,2
nỗi đau ngây dại quá đỉnh luonn ii❤️‍🔥❤️‍🔥,2
Negav cứ cưng xĩu,2
"Hiếu nói chuyện kém duyên, ngang ngược",0
Lúc người ta thua thì tụi m câm như hến. Lúc người ta thắng thì tụi m nhảy vào bảo tại fan đông này nọ. Tính kì vậy bay :v,0
Nói thật là trong vòng này thì bài của Isaac và Anh Tú Voi là tệ nhất. Biết là để cho fan vote thì chắc chắn là không thể có kết quả công tâm nhưng không thể qua được công chúng. Nhìn các lượt view của các bài và độ viral là hiểu.,0
"Nhìn vào màn nhảy của giám khảo, mình thật sự rất nể. Thật sự mình cảm nhận được ngọn lửa đam mê cháy rực của các anh mà mình cũng khao khát có được. Các anh thấy vinh dự và hạnh phúc khi tham gia chương trình. Mình cũng thấy rất vinh dự và hạnh phúc khi được chiêm ngưỡng màn trình diễn của các anh. Respect ạ. Xin chân thành cảm ơn tất cả.",2
Rhyder ảnh vẽ giỏi,2
Dù rất mê HTH .Nhưng mình vẫn muốn dành quán quân cho QH hơn . Vì bản thân Hiếu đã có quá nhiều thành công ruii,2
Ngáo Ngơ hayyyyy quá aaaa,2
Hiếu phũ quá🤣🤣,2
Team ngan nga cháy hết mình trên sân khấu luôn chúc team ngan nga o lại hết,2
"càng ngày mình càng thích Hieuthuhai không chỉ về ngoại hình mà còn về tính cách, tinh tế, kinh tế và cực kì giỏi nữa hihiiiii",2
Còn 1 cái nửa muốn nói luôn 1 lần cho mấy fan cuồng idol của mình bớt toxic idol người khác lại nếu nói khán giả ở trường quay xem bằng mắt thì má ck với mẹ ruột và mấy ông bà già ở gần nhà tui chắc từ 70 tới trên 80 nghe bài Ngáo Ngơ với Cứ Để A Ta Rời Đi xong khoái kêu tui mở lại hoài mấy ông bà còn hát theo bài Ngáo Ngơ mấy câu rap uong bướng hâm hâm như là em nữa chắc ông bà nhìn rõ mê trai đẹp 😅. Má kêu mở riết ông tổ trưởng lại nhà chửi nói tập tụ đông người mở nhạc lớn vậy,2
Cả 5 người đều là gà của vieon luôn 😂 nhóm kiểu này thì đi biểu diễn ai xem ta 😂???,0
"Dương Domic ơiiiiii, trời ơi anh tuyệt vời quá anh ơiiiii",2
"Tiết mục hạng nhất sao nhạc ít lời vậy ta? trình diễn có xíu vậy, riêng mình thì mình thấy kg hay đứng nhất, đó là theo cảm nhận của mình thôi",0
Hào quang đỉnh RHYDER ĐỈNH,2
Intro team erik quá hay và cuốn,2
"thật sự thì có thể replay love sand và thi sĩ, chớ CMIYC hay trên stage thôi để nghe lại thì bị nhức đầu 😅",0
"Xem xong mình cảm giác Quang Trung bị hơn thua quá ấy, ổng xắt xéo quá mình mong sẽ thay đổi chứ k có thiện cảm lắm",0
Liên quân 2 thắng xứng đáng quá đi. Nghe cuốn từ đầu đến cuối bài luôn. K rời mắt dc,2
Team Erik điểm danhhhhhh,2
10/10 hay vậy mà top chót :)),0
Thích atus lúc nào cũng làm mình phải cười,2
"Thực sự là rất thích Captain và Rhyder . Làm nhạc đỉnh , lễ phép nx , mới vào chương trình nên 2 anh còn bị khớp và chx nổi bật và có nhiều mảng miếng giống các a trai khác nhưng mong sau các tập sau thì Captain và Rhyder có thể quăng miếng nhiều hơn , chăm tương tác hơn nx.Rất là mê chương trình luôn ạaa❤❤",2
Tập này vui thật ae vui vẻ jk đâu làm gì có nhau. Bị loại ai sao mà k đau lòng dk mình thích ctr này ghê,2
Dương Domic hát cũng hay nữa omg bình chọn 07 nha mn,2
Nhóm 10/10 nhìn ai cx bùn hết trơn cố gắng quá trời mà kết quả như j đúng kỉu bất lực lun á,0
Tôi ko phục 10/10 😢😢😢,0
Anh trai Song Luân không làm fan thất vọng 🎉,2
Hiếu giỏi quá Hiếu ơi U Mê hiếu quá trời❤,2
"Mn ơi , coi show vv đừng toxic như thế😢😢 còn tới 2 vòng mà toxic QT qá, ổg cx k muốnnn đouu , nên hoan hỉ nhennn❤",0
chưa bao giờ thấy GTK hát hay :((,0
MÁ OI BÀI RYDER HAY QUÁ CHỊU K NÔI,2
Atus thấp dữ,0
Thích cái cách Hùng Huỳnh enjoy âm nhạc ạ:)),2
Dẹp luôn khán giả chấm đi. Kêu ai có chuyên môn vào chấm đi ạ. Tức cái lồng ngực cái bọn chấm điểm.,0
bài song luân không phải là hay nhất nhưng để lại ấn tượng nhất với tôi vì tình anh em giữa hai người xa lạ và bâyh họ rất thân thiết và giúp đỡ nhau đi lên trong công việc RESPECT 🫡,2
Hiếu k chọn Gíp nhưng lúc chia đội lượt 2 Negav bước vào là cười tươi lắm nhưng vẫn k chọn ẻm 😂,2
hải đăng doo tinh tế chu đáo dễ sợ,2
"mình không thất tình nhưng mà nghe bài của Quân AP, Pháp Kiều, Ali Hoàng Dương, Quang Trung mình lại rơm rớm nước mắt cảm động, bài mình thích nhất trong ATSH mùa này rồi 😇 chúc các anh may mắn",2
"10/10 v mà top 6, mấy má vote biết thưởng thức âm nhạc k dị! K War ai nhưng mà tức qá vs kqua",0
Nhìn gin qua mấy vòng cx ko quá nổi bậc kiểu pú win quá à,0
Nhóm Negav ở lại 3 người là quá tàn nhẫn và không đúng với những gì mà nhóm em ấy đã thể hiện.Quá thất vọng 😢😢😢😢,0
"Uầy, nhạc Quang Hùng có cái j đó rất dễ nghe, bắt tai và dính ngay lần đầu luôn ý, bài này ấn đoạn đoạn của Hùng với phần rap của Cồn Dương cực, đúng là phần rap này rất hợp vs giọng ảnh luôn, mêeeee",2
Mê atus quá❤❤,2
Quang trung chơi chán thấy mồ,0
RHYDER rất là giỏi và tài năng rất rất thích RHYDER luôn ❤❤,2
Khoảng khắc bị loại ấy là ctr có sự chuẩn bị trước rồi. Mọi cứ coi kĩ lại đoán đấy đi là thấy. Thật là bất công😢,0
"May tap sau co la doi truong ai ma chon hth ...hat k hay ,rap do nua .....thay team song luan ok",1
Thích câu nói atus ko sợ. Có a ở đây rồi,2
Negav cute wa,2
"Captain boy anh hay quá em mãi ủng hộ anhhh,anh làm quá hay.Anh Rhyder quá bùng cháy trên sân khấu cảm ơn anh vì mang đến tiết mục rất hay và cháy ❤",2
Trời ơi sao t thương Hùng Huỳnh quá thật sự mong anh có cơ hội đi tiếp để được debut😭,2
"Mê Gin, Tú voi , Hải Đăng , Isaac . Idol tui chung đội hết",2
đề nghị chiếu bù cho fan nhaaaa ad ơi 😢,1
Chê bài này nha 🎉🎉🎉,0
Không thích vẻ đắc thắng tự cao của Hiếu thứ 2,0
Dương Domic 💙💛 hát tiếng Anh hay quá !!!! 🥰🥰🥰🍀🍀🍀🍀☀️☀️☀️,2
Lướt cmt gì mà toàn khen HTH vậy trời.đa dạng lên mn,1
trời ơi. coi nó đã con mắt gì đâu,0
Đáng ra đội HTH chơi hay mà Erik nghi Hải Đăng Doo đúng nè Json biết cách chơi tìm ra đồng đội đầu tiên luôn cũng là người biết gián điệp đầu tiên luôn nhưng bị Quang Trung và mọi người phá quá 😂 HTH thì bị ali hỏng chịu tl r chơi kiểu gì 😄 Atus thì quá giỏi nhưng gặp Vũ Thịnh giỏi trước 1 bước 😄,1
"Dàn anh trai đỉnh quá lun mê nhất anh Isaac,Hùng Huỳnh ấy (quá ư đẹp trai) nhưng ns chung dàn trai quá đỉnh😊😊❤❤",2
Vie Channel nên xem lại vì mình thấy để sai tên các anh trai nhiều lần. Thiếu chuyên nghiệp lắm nha,0
Hay ❤❤❤,2
"Đoạn Isaac kêu ăn may xong quay qua Negav hỏi đúng không, Negav trả lời ""Không"" trời ơi iu gì đâu lun á. Negav mặc dù support Isaac hết mình nhưng cái gì có nói có, cái gì không nói không nha:))",2
A tus top 1 r tui nghi a xái vs newge về quá,2
tr ơi xem mà cứ sợ hết huhuuu,1
"tr ơi mê Anh Tú Atus thật ấy , ảnh né cam nhìn mà mê",2
Hùng hoàng đẹp zai nhảy đẹ,2
trước kia ghét chương trình kinh khủng á=) thấy liên quan là lướt nay mò đi xem lại vì anh bốnggg,1
Uiii thật á captain winle á,2
"Để lại cmt để ủng hộ bé Captain. Hi vọng bé sẽ không buồn vì những kết quả trước mắt và sẽ tiến xa hơn trong tương lai vì bé rất giỏi, tài năng, dễ thương ❤❤❤❤",2
Mãi ủng hộ Quang Hùng. Vừa giỏi vừa dễ thương 01,2
Tiếc Negav ghê,0
"trời ơi ta nói pháp kiều đỉnh cực kì , game nào cũng giỏiii",2
Ông WEAN ổng hàii😂😂,2
Vũ Thịnh cố lên nhé! tự nhiên tập này thương bạn .,2
"Đỗ Phú Quý lấy đâu ra tự tin để Negav với Issac pick ổng từ đầu mà pv than vậy? Fame với tài thì k bằng ai, liveshow 1 thì chung team với SL, team 19/20 ông này hất SL nhất đấy. Coi tới đoạn ông này cứ khó chịu kiểu j ý",0
"mùa hè này thật ý nghĩa , đặc biệt đối với tui khi có ATSH ,có 30 anh trai cùng những bài hát thật hay ,thật ý nghĩa . Tui lun mong các anh trai vui vẻ ,hạnh phúc và thành công ,chúng ta sẽ nhớ mãi khoảng thời gian tuy ngắn ngủi chỉ vài ba tháng này.dù chỉ có chút thời gian như vậy thôi nhg tui đã si mê cả 30 anh trai gòi đó💖💖💖.mong cả 30 anh trai cùng làm một bài để ghi nhớ khoảng thời gian này. CẢM ƠN CÁC ANH TRAI , EKIP VÌ ĐÃ ĐEM LẠI CHO EM KHOẢNG THỜI GIAN ĐẸP ĐẼ",2
Ca sĩ hát ngọng và đớt sao gọi là ca sĩ được. HIẾU THỨ HAI không thể là toàn năng được,0
Chồi ôi anh Thịnh lúc tập nhìn ảnh máu lửa thì thôi lun,2
Chả hiểu kiểu j bài ngáo ngơ top 4 . Có phải khán giả chọn k vậy hay ban tổ chức làm.Bài ngáo ngơ vừa hay vừa vui vừa có sức lan tỏa thế mà... Chả hiểu nổi !,0
Đối với tôi bài của nhóm Song Luân hay nhất ❤,2
Coi lại atsh hoài luôn á tr ngày nào cũng coi lại hết,2
nghe hào quang mà rưng rưng luôn ấy 😢 chạm đến lòng tui ❤😂 mãi iu team Negav,2
Game 2 thấy tức dễ sợ. Toàn báo thủ 😂😂😂,0
bài ng tình của nắng nghe cữ bị ngang ngang nhỉ 🤔 . bài còn lại cũng k hay lắm,0
SONG LUÂN CÁC ANH CÁC CHỊ OI ANH SONG LUÂN SỐ 16 EM YÊU ẢNH QUÁ AAAAAAAAAAAAAAAAAAAAAAAAAAAAA,2
Trả Công Dương lại cho toai. NOOOOOOOOO,0
Có ai giải thích cho tôi biết vì sao 10/10 lại hạng 6 không😢😢 coi xong thấy bực ngang luon á,0
Hay quá r Atus ơi tiếp tục gáy nữa nha a 🤭,2
Nhóm nào cũng hay trừ nhóm ht2,0
"Team Quân AP ơi, bài hát rất hayyy luôn á",2
5 con banh beo hat deo ghe duoc gi. Chi ghe like a star. Ca Si gi ma hat khong ghe duoc,0
Khán giả chấm điểm nhưng cũng phải có người chuyên môn chứ theo cảm xúc thì thiệt thòi cho mấy nhóm khác quá,0
Mình cảm nhận bài người tình của nắng không dở đến nỗi bị chê đến vậy với cả đó là công sức của mọi người trong team chỉ mong mọi người ủng hộ người tình của nắng nhiều hơn,1
Mong team Hiếu tập sau win chứ thua sợ anh Ali bị loại quá chừng😢,1
"Ủng hộ team Anh Atus ,cố gắng lên anh",2
"Ơ vậy tính ra team Quân A.P nạn qá nạn, lúc pick team đã k đc lợi thế (k match đc ng mong muốn), lại chọn ngay ca sĩ khách mời là Myra Trần nữa 😶",0
Áp lực thay mấy a luôn á 😭😭😭,1
Ông Atus tập này đang bị mệt hay sao á. Thấy ổng trầm và ít nói hẳn luôn. Cười cũng ít nữa. Nhưng vẫn rất đẹp choai.,1
Cảm thấy nhóm don't care diễn ko đc đồng đều lắm nhất lac Nanon thấy khúc nào cx trật nhịp vs nhóm 😅,0
Yêu Trấn Thành nhất chương trình.,2
Team HTH quá tuyệt,2
Thương bé Hùng Huỳnh,2
Lâu lên #1 quá vậy Ủng hộ Atus và Trấn Thành,1
Xem thoi mà mê Quân AP cười quá điii xỉu❤❤,2
Tập này buồn quá😢 tui đã khóc gấc nhìu....,0
tới ngày cuối quay anh Bống mới biết nói ha ☺️,1
3:57:44 Cap cute quớ😚,2
"Xin đừng loại Captain,Hùng Huỳnh,Wean của tuiii😢 Trời ơi ai cũng tuyệt vời trong lòng t❤❤❤ Tập này xúc động quá,hết 1 lít nc mắt cụa tui😢",2
kh thể tin nổi 2 bài hay nhất mà lại là top thấp 🙂 thật sự rất thất vọng,0
RHYDER ơi cố lên,2
Trời bài hát đội hiếu thứ 2 và Quân AP mà top 4 top 5 why ??? Bài hát nhóm issac mà top 2??,0
Khóc xưng mắt rồi :((((,0
Lúc Gin Tuấn Kiệt bị loại mà vẫn cười rất tươi lúc đó thật sự ko kìm đc nước mắt luôn,2
(atus) mãi đỉnh,2
Tiếc hùng huỳnh xem tới vòng này ko còn hùng huỳnh ko còn muốn xem tiếp nữa thất vọng thiệt sự 😢😢😢😢😢,0
Mấy mẹ hò hét cho cố dô rồi bc kiểu gì 10/10 top6. Chán dữ tr,0
Anh Tus đẹp v,2
Đừng loại được ko😢😢,0
Mắc gì ông Nagav chặt z :(),0
"mình cảm giác là ai đông fan hơn sẽ luôn hạng nhất =)))))) Ngáo Ngơ viral cỡ đó, lượt replay nhiều cỡ đó mà top 4???? thề không hiểu kiểu gì luôn",0
Bài nào cũng hay.đầu tư,2
"Edit chương trình nên ktra lại, Phạm Đình Thái Ngân bị loại rồi mà sau Phạm Anh Duy chọn đội trưởng vẫn có PDTN",0
"Bỏ anh 1 mik em k dám đâuu anh ạ, nhạc cuốn qaa",2
Mê atus quá đi thôi,2
Sao ĐP lúc nào cũng nghĩ ra mấy cái sến dữ z trời,0
bài của Quang Hùng nghe hay vãi l=)),2
Haiz chán nản khán giả .,0
"quay xấu quá, sân khấu quá sáng ko focus vào ng biểu diễn",0
K tin ngáo ngơ top 4😢,0
15:13 xem lại đoạn này mới thấy bả Kiều bả nhảy tâng tâng cưng vch=)))),2
Chương trình ơi làm ơn cho mấy anh trai mùa 2 theo style nhẹ nhàng đơn giãn giống mùa này được k 😢,1
"Đến dont care tự nhiên t buồn ngủ ngang, k thấy hay như tưởng tượng..... 😢",0
Sau catch me thì hào quang sẽ công phá top 1 trending ❤❤❤,2
Chương trình chung kết đang diễn ra rất sôi động cho đến khi thằng vô duyên bảo lâm xuất hiện thì chương trình bị bớt hấp dẫn,0
xem cứ Boncha Boncha bực cả mình:)))),0
Các bạn ưu ái khách mời chứ mình thấy các bạn nghệ sĩ VN tuyệt vời mà. Gánh luôn khách mời thì có. Thô nhưng sự thật mình nhìn thấy.,1
Hieu thu 2 nhất,2
Sao tui mê ông dương thế chứ lị,2
Biết Hiếu vì bạn bè và đồng đội. Nhưng cách nói của bạn ấy hơi bị tự cao quá.,0
"Tuần sau là kết quả mà chuong trình loại negar là tui hk coi nữa vì chuong trình ưu ái cho h thứ 2 và là Con cưng chuong trình sản xuất hieu thứ 2 bài nào có hay dau mà cứ ưu ái hát HK hay mà coi thường người khác phong vang cho negar loại khỏi chuong trình luon di khỏi thi nữa là sao , ỷ là con gà cưng của chương trình mà coi người khác hk ra gì mà y thêm tuần nào làm doi trưởng dắc ý ,phải rồi la con cưng của chương trình mà loại ai thì loại thêm khác giả cùng phe hiếu thứ 2",0
Mọi người ủng hộ vote cho Negav s11 nhaa🥺🥰,2
Atus quá hay đi ủng hộ team ngáo ngơ,2
Quân AP như kiểu thánh dự :” bài nào vào tay Quang Hùng chẳng thành Hit”,2
Nhìn nhóm Bống iu thua mà t xót😭,1
Ko biết 500 con bò bình chọn như nào mà team rhyder hạng 1 phần hát. 1 bài hát thật dự ko có giá trị nghe lại. Thật là tao tua nhanh nha. Tlinh thì ko nói gì. Tóp tóp cơ. Ủa alo.,0
Lou hoàng về làm nhạc mà 😅,2
Nghe anh Quân A.P rap cảm giác giống giọng của R.M của BTS nhỉ😅,1
tập này ngắn quá xem hông có đã cái nư ta,0
Yêu negav,2
"T thấy tage hồi bài lớp 13 ổn hơn á, chứ giờ t thấy cứ bị sao sao cảm giác như đã từng bị gì đó về tâm lý vậy, đôi lúc cười trợn mắt trông cứ như sát nhân á",0
Iu anh Quang Hùng MasterD❤❤❤,2
"Ca si khach mời vô sao lạc lỏng dị, nhìn ko hoà hợp nhỉ. Kéo cả team xuống",0
"Team Ryhder top1 xứng đáng, đây là chtr tìm ra 1 nhóm nên từg tv trog nhóm này đã chia côg việc rất tốt.Ko ai thừa hay thiếu,có thêm Tlinh thì omg r, khúc tắt đèn cứ như concert 2NE1",2
Tính ra livestream lun chứ 4 tiêdng 1 tập thì edit gì nựa 😂😂😂,1
Mãi không thoát được bài của team Atus,1
Team HTH bài này ko hay,0
"Tem của Quang Hùng mới xứng đáng,xem và nghe bài hát mới hay mấy tem đó ko xứng đáng",0
"Ủng hộ bằng cả trái tim cho team Hieuthuhai, Dương Domic, Rhyder",2
Ai nhiều fan trong trường quay team đó thắng 😏ko công bằng gì hết! Đúng là entertainment,0
Quang hùng hát hay,2
Quang Hùng cố lên ❤,2
"Mê regret lắm lắm lắm ln ấy, vocal ai cũng hay",2
Love Sand nghe k nổi bật lắm mà top 1 🤦‍♀️,0
10/10 xứng đáng top 1,2
Ùi ui mik ấn tượng vs bài ngáo ngơ và ngân nga nha 😳,2
Bài team quân ap vậy mà hạng 5 mấy má bình chọn kiểu gì ko biết,0
"chương trình okie quá mà thiếu phần reaction khi mà liên quan khác đang diễn , có nữa là cuốn nhắm",1
Trời ơi kq nằm ngoài dự kiến của t 😭,0
"Thích chương trình mà xem kết quả thất vọng luôn atus của t đâu xuất sắc từ tập 1 đến giờ, r ĐP đc debut hỏi chấm cái kết quả luôn",0
bùng nổ visual và giọng hát của Anh Tú Atus,2
Atus🥰🥰🥰🥰🥰,2
Thi Sĩ team song Luân quá đỉnh,2
Tội mấy anh trai quá 😭😭😭,0
"Bình chọn xog rồi, là quay lại xem biểu diễn của các anh thôi,cố gắng lên anh Anh Tú Atus SBS 10 nhé mn",2
Nhìn anh Quân đập bóng dòm đau nha tròi =)),2
sợ mấy ảnh bị loại😭,0
thích ngáo ngơ đb là Híu với siu siu iu team Quân luôn á giờ regret on top quá xứng đáng,2
"Không nghĩ mình đã theo show được nữa năm rồi, thời gian trôi nhanh thật, yêu chương trình yêu 32 anh trai, yêu tất cả các fc",2
"Mọi người ơi, bình chọn cho anh bé Rhyder số 12 nhéeeee. Cảm ơn mọi người nhìu ạ",2
Team Quân AP hay quá .,2
"thấy lo cho Jsol quá, từ hạng 9 tuột xuống 19:((",1
"😢 Mình nghe bài của team Atus mik đã khóc luôn đấy, đỏ cả mắt. Rất nể team Atus đặc biệt là anh ""Đăng Dương"" đã mang ca khúc này đến cho khán giả ạ ❤",2
Mê ông lou chets mấtttt,2
Theo mình nghĩ nha thật ra cả 2 chương trình a trai sẽ rất hay rất hay hơn nếu có thêm cả giám khảm thì sẽ tốt hơn 😢,1
Hy vọng hơn về captain.. Nhưng,1
"Vote gì kì cục vậy, nếu mún debut thành công như show chị đẹp thì nhóm 10/10 phải trong top 3.",0
10/10 top 1 mãi trong lòng toii 😢❤,2
"Tao ko muốn loại ai hết bây ơi, 😢😢😢",2
+ điểm cho chương trình vì đã lắng nghe kháng giả tập hôm nay có kèm trên ở dưới cho dễ nhận diện các anh trai rồi❤,2
Ủa anh trai Đức Phúc vẫn còn thi hả mọi người 😂😂😂,2
Đội Anh Tus mạng ai đấy lo 😂😂😂,2
"HIEUTHUHAI đi học lại thanh nhạc ạ, hát đớt vậy cũng được gọi là ca sĩ toàn năng sao. HIEUTHUHAI mà quán quân là tôi không phục",0
VT nói chuyện hơi ấy nhờ,1
Hơi tiếc team negav mà tôn trọng sự lựa chọn của khán giả trường quay :)),1
Chúng tôi cần vòng vote hồi sinh 😢😢,1
"Trời ơi cho ông Hùng thêm mấy cảnh nữa đi trời, làm vậy ngta drop khỏi coi",0
"Hth,quang trung,gin tkiet nên để xuất đó cho những người có thực lực hơn",0
Tiếc cho wean wa,0
"M cũng rất thích xem Anh trai vượt ngàn chông gái, nhưng ko phải so sánh đâu chứ MC Tuấn Anh cũng là 1 MC gạo cội nhưng ko kết nối đc với các anh trai như TT, TT dẫn ctr cuốn từ đầu đến cuối luôn ý. Thành công của 1 chtr MC cũng chiếm 50%. Ai đồng ý với m ko ạ?",1
Hùng Huỳnh ơi dù thế nào mãi support anh ạ 🥹🫶,2
Rất chi là ? Khi 10/10 đội sổ 🤨,0
Hiếu Thứ Hai làm đội trưởng thích ghê ❤👍,2
"Mệt ông Quang Trung thật sự , trước khi coi tập này thấy ổng bth mà coi xong thấy ghét nha ( cay vãi), Quang Hùng ko có chính kiến zị ( vẫn mê anh nha ❤)",0
Lúc đầu chỉ ngóng chờ Ngân Nga của anh bé Negav thoi nhưng nghe bài của Quân AP thực sự bắt tai và hayyy quá ạ,2
S bài của team HRK tập này lạ he cứ kì kì s á hiphop mà hú quá à 1 chữ hú hoài nó bị khó nghe ý đúng là cứ bài nào k hay là top 1,0
Atus là hệ tư tưởng mới trong ATSH. Ume Atus là có thật,2
"ủa rồi khúc cuối team HTT đi về vậy luôn ko quay kết show nữa hả, tào lao vậy, chuyên nghiệp quá :)",0
Tập này xem 2 cháu Gin và Isaac về chung 1 đội tôi rất vui vi tôi luôn quý 2 cháu này.,2
Chỉ thích ATSH,2
Saoo bài nào cũng hay vậy,2
Livestage nào cũng vậy :)) bài lọt top cao auto bị vote thấp,0
Coi khuc chia tay tui khoc lun á trời 😢😢,2
ALI ƠI ANH ĐỪNG BUỒN NHA ANH CŨNG GIỎI LỨM ANH SIÊU LẮM,2
